BN/Registration Number,Organization name,Charity Status,Type of qualified donee,Effective Date of Status,Sanction,Designation,Charity type,Category,Address,City,"Province, territory, outside of Canada",Country,Postal code/Zip code
732484696RR0001,"Saint Gebriel Eritrean Orthodox Church, Vancouver",Registered,Charity,43619,,1,Advancement of Religion,30,105 - 7655 EDMONDS ST,BURNABY,BC,CA,V3N0C3
835554817RR0001,Saint James Music Academy,Registered,Charity,40248,,1,Advancement of Education,12,303 CORDOVA ST E,VANCOUVER,BC,CA,V6A1L4
767408073RR0001,Saint John Paul II Academy Foundation,Registered,Charity,44562,,1,Other purposes beneficial to the community,210,15262 PACIFIC AVE,WHITE ROCK,BC,CA,V4B1P7
722388139RR0001,Saint John Paul II Academy Society,Registered,Charity,45182,,1,Advancement of Education,10,2900 - 550 BURRARD ST,VANCOUVER,BC,CA,V6C0A3
132410671RR0506,Saint Stephen's Parish Conference,Registered,Charity,40182,,1,Relief of Poverty,1,1360 EAST 24TH STREET,NORTH VANCOUVER,BC,CA,V7J1R5
827516626RR0001,Sam Bo Jung Sa Buddhist Society,Registered,Charity,40262,,1,Advancement of Religion,60,108 - 2070 CURLING RD,NORTH VANCOUVER,BC,CA,V7P0C9
841769284RR0001,Sanctuary Mental Health Society,Registered,Charity,41883,,1,Other purposes beneficial to the community,110,PO BOX 20147 RPO FAIRVIEW,VANCOUVER,BC,CA,V5Z0C1
866987159RR0001,Sandol Fellowship Church,Registered,Charity,36205,,1,Advancement of Religion,30,112 - 9547 152 ST,SURREY,BC,CA,V3R5Y5
847042702RR0001,Sangam Senior Citizen Association of BC,Registered,Charity,44886,,1,Other purposes beneficial to the community,150,802 - 9274 122 ST,SURREY,BC,CA,V3V4L5
731661740RR0001,Sant Attar Singh Gursagar Mastuana Educational Society,Registered,Charity,45461,,3,Advancement of Religion,60,11267 - 11267 125A ST,SURREY,BC,CA,V3V8C5
803395169RR0001,Sapera Foundation,Registered,Charity,42370,,1,Other purposes beneficial to the community,210,106 - 1008 BEACH AVE,VANCOUVER,BC,CA,V6E1T7
805192119RR0001,Sarah McLachlan School of Music Society,Registered,Charity,40738,,1,Advancement of Education,12,200-138 7TH AVE E,VANCOUVER,BC,CA,V5T1M6
755456142RR0001,Sat Gill Memorial Foundation Society,Registered,Charity,44973,,3,Other purposes beneficial to the community,210,105 - 7655 EDMONDS ST,BURNABY,BC,CA,V3N0C3
806844932RR0001,Satguru Ram Singh Satsang Calgary Society,Registered,Charity,42005,,1,Advancement of Religion,60,5588 JOYCE ST,VANCOUVER,BC,CA,V5R4H6
818689572RR0001,Satguru Ram Singh Satsang Charitable Foundation,Registered,Charity,41752,,2,Advancement of Religion,70,5588 JOYCE ST,VANCOUVER,BC,CA,V5R4H6
810199430RR0001,Satguru Ram Singh Satsang Greater Vancouver Society,Registered,Charity,41744,,1,Advancement of Religion,60,5588 JOYCE ST,VANCOUVER,BC,CA,V5R4H6
807531132RR0001,Satguru Ram Singh Satsang GTA Society,Registered,Charity,42005,,1,Advancement of Religion,60,5588 JOYCE ST,VANCOUVER,BC,CA,V5R4H6
824013551RR0001,Satipatthana Meditation Society of Canada,Registered,Charity,39459,,1,Advancement of Religion,60,4130 FAIRWAY PL,NORTH VANCOUVER,BC,CA,V7G1Y7
809650732RR0001,Savage Production Society,Registered,Charity,44197,,1,Other purposes beneficial to the community,190,319 EIGHTH ST,NEW WESTMINSTER,BC,CA,V3M3R3
755287935RR0001,Save A Child International Foundation,Registered,Charity,45125,,1,Advancement of Education,11,311 - 2850 SHAUGHNESSY ST,PORT COQUITLAM,BC,CA,V3C6K5
823275979RR0001,Saviour of the Nations Evangelical Lutheran Church,Registered,Charity,41677,,1,Advancement of Religion,30,701 - 5629 BIRNEY AVE,VANCOUVER,BC,CA,V6S0L5
717231526RR0001,Schmelke Family Charitable Foundation,Registered,Charity,43033,,3,Other purposes beneficial to the community,210,4554 2ND AVE W,VANCOUVER,BC,CA,V6R1K8
889055265RR0001,Scholar's Study Foundation,Registered,Charity,32413,,1,Advancement of Education,11,1250-1500 WEST GEORGIA ST BOX 62,VANCOUVER,BC,CA,V6G2Z6
107961344RR0001,School District No. 40 (New Westminster),Registered,Charity,41845,,1,Advancement of Education,10,811 ONTARIO ST,NEW WESTMINSTER,BC,CA,V3M0J7
744413915RR0001,"Scott Congregation of Jehovah's Witnesses, Surrey, British Columbia",Registered,Charity,27030,,1,Advancement of Religion,30,8341 SHEAVES RD,DELTA,BC,CA,V4C7R5
759018088RR0001,"Scott Hindi Congregation of Jehovah's Witnesses, Surrey, British Columbia",Registered,Charity,42405,,1,Advancement of Religion,30,410 - 13780 76 AVE,SURREY,BC,CA,V3W1E5
778136911RR0001,Scottish Cultural Centre Society,Registered,Charity,43374,,1,Other purposes beneficial to the community,200,8886 HUDSON ST,VANCOUVER,BC,CA,V6P4N2
874856461RR0001,Scout Properties (B.C./Yukon),Registered,Charity,42531,,1,Advancement of Education,13,300 - 3665 KINGSWAY,VANCOUVER,BC,CA,V5R5W2
861728061RR0001,Screaming Weenie Productions,Registered,Charity,41327,,1,Advancement of Education,12,1422 WILLIAM ST,VANCOUVER,BC,CA,V5L2P7
746767680RR0001,Sea Smart School Society,Registered,Charity,43355,,1,Advancement of Education,14,2011 CREELMAN AVE,VANCOUVER,BC,CA,V6J1C2
851641605RR0001,Seacliff Foundation,Registered,Charity,40394,,3,Other purposes beneficial to the community,210,305-1788 5TH AVE W,VANCOUVER,BC,CA,V6J1P2
766188080RR0001,"Seafair Mandarin Congregation of Jehovah's Witnesses, Richmond, British Columbia",Registered,Charity,38586,,1,Advancement of Religion,30,114-5888 144TH STREET,SURREY,BC,CA,V3X0G8
820387140RR0001,Seed International Mission of Canada (Seed Canada),Registered,Charity,38646,,1,Advancement of Religion,70,12969 CRESCENT RD,SURREY,BC,CA,V4P1J8
119141547RR0001,Seedlings Foundation,Registered,Charity,24992,,3,Other purposes beneficial to the community,210,PO BOX 49100 3500-1055 DUNSMUIR ST,VANCOUVER,BC,CA,V7X1H3
823482310RR0001,Seeds of Love and Hope International Society,Registered,Charity,40634,,1,Relief of Poverty,1,12564 251 ST,MAPLE RIDGE,BC,CA,V4R1S4
814335709RR0001,SeedCare International Ministries,Registered,Charity,41067,,1,Advancement of Religion,70,507 - 5515 BOUNDARY RD,VANCOUVER,BC,CA,V5R0E3
119303113RR0001,SelfDesign Learning Foundation,Registered,Charity,30895,,1,Advancement of Education,10,PO BOX 74560 KITSILANO RPO,VANCOUVER,BC,CA,V6K4P4
863709770RR0001,Semiahmoo Baptist Church,Registered,Charity,41222,,1,Advancement of Religion,30,100-15875 20 AVENUE,SURREY,BC,CA,V4A2B1
765342910RR0001,"Semiahmoo Congregation of Jehovah's Witnesses, White Rock, British Columbia",Registered,Charity,37973,,1,Advancement of Religion,30,9 - 3122 160 ST,SURREY,BC,CA,V3Z8K5
786796482RR0001,Senft Family Foundation,Registered,Charity,43045,,3,Other purposes beneficial to the community,210,200-1111 WEST HASTINGS STREET,VANCOUVER,BC,CA,V6E2J3
898281597RR0001,Seniors First BC Society,Registered,Charity,34455,,1,Relief of Poverty,1,502 - 1281 GEORGIA ST W,VANCOUVER,BC,CA,V6E3J7
820683282RR0001,Servant Partners Foundation,Registered,Charity,40995,,2,Other purposes beneficial to the community,210,300 - 1208 PENDER ST W,VANCOUVER,BC,CA,V6E2S8
811973908RR0001,Servant Partners Mission Association,Registered,Charity,41453,,1,Advancement of Religion,70,300 - 1208 PENDER ST W,VANCOUVER,BC,CA,V6E2S8
140914706RR0001,"Seu Kwang Sa Buddhist Temple Society, Branch of Tong Do Sa Buddhist Temple, Chogye Order, Korea",Registered,Charity,34366,,1,Advancement of Religion,60,203-5701 GRANVILLE ST,VANCOUVER,BC,CA,V6M4J7
865826754RR0001,Sewooshin Sungkyul Church in Vancouver,Registered,Charity,36606,,1,Advancement of Religion,30,19131 88 AVE,SURREY,BC,CA,V4N5T2
721131217RR0001,Seymour Support Charity,Registered,Charity,45331,,1,Relief of Poverty,1,1205 - 595 AUSTIN AVE,COQUITLAM,BC,CA,V3K0G7
813906971RR0001,Shabbat Shel Shalom Messianic Fellowship,Registered,Charity,41831,,1,Advancement of Religion,30,13857 24 AVE,SURREY,BC,CA,V4A2H1
812163293RR0001,Shalhevet Girls High School Society,Registered,Charity,40787,,1,Advancement of Education,10,785 16TH AVE W,VANCOUVER,BC,CA,V5Z1S8
739434124RR0002,Shaolin Temple of Canada,Registered,Charity,45358,,1,Advancement of Religion,60,8740 WHEELER RD,RICHMOND,BC,CA,V6Y2M5
768792129RR0001,Share the Charity Society,Registered,Charity,42736,,1,Other purposes beneficial to the community,210,330-9940 LOUGHEED HWY,BURNABY,BC,CA,V3J1N3
119208643RR0001,Share International Foundation Canada,Registered,Charity,31534,,1,Advancement of Religion,30,PO BOX 15270,VANCOUVER,BC,CA,V6B5B1
707402533RR0001,ShareToCare,Registered,Charity,44549,,1,Relief of Poverty,1,910 - 1001 RICHARDS ST,VANCOUVER,BC,CA,V6B1J6
842243891RR0001,Sharing Abundance Association,Registered,Charity,42096,,1,Relief of Poverty,1,3843 HOSKINS ROAD,NORTH VANCOUVER,BC,CA,V7K2P1
788471886RR0001,Sharing Hope Foundation,Registered,Charity,43447,,1,Relief of Poverty,1,414 - 10186 155 ST,SURREY,BC,CA,V3R0R6
716534128RR0001,Sharing Life Society,Registered,Charity,43363,,1,Advancement of Religion,70,414 - 10186 155 ST,SURREY,BC,CA,V3R0R6
737630509RR0001,Shepherd's Way Christian Church,Registered,Charity,44871,,1,Advancement of Religion,30,11369 LOUGHREN DR,SURREY,BC,CA,V3R4Z5
708924097RR0001,Sher Vancouver LGBTQ Friends Society,Registered,Charity,44383,,1,Other purposes beneficial to the community,155,11548 84 AVE,DELTA,BC,CA,V4C2M1
816343891RR0001,Shiamak's Victory Arts Foundation,Registered,Charity,39995,,1,Other purposes beneficial to the community,200,2106 ST.ANDREWS AVENUE,NORTH VANCOUVER,BC,CA,V7L3M5
825841927RR0001,Shree Mata Bhameshwari Durga Devi Society,Registered,Charity,39834,,1,Advancement of Religion,60,7984 123 ST,SURREY,BC,CA,V3W3V4
822364980RR0001,Shri Durga Hanuman Religious & Cultural Society of B.C,Registered,Charity,42749,,1,Advancement of Religion,60,4655 SMITH AVE,BURNABY,BC,CA,V5G2V9
825299670RR0002,Shriners of British Columbia & Yukon Child Services Society,Registered,Charity,35299,,1,Other purposes beneficial to the community,210,102 - 4238 LOZELLS AVE,BURNABY,BC,CA,V5A0C4
830723177RR0001,Sickle Cell Association of BC,Registered,Charity,42736,,1,Other purposes beneficial to the community,100,632-142-757 WEST HASTINGS ST,VANCOUVER,BC,CA,V6C1A1
765681119RR0001,"Sign Language Congregation of Jehovah's Witnesses, Vancouver, British Columbia",Registered,Charity,35156,,1,Advancement of Religion,30,125 - 5300 RUMBLE ST,BURNABY,BC,CA,V5J2B6
765869888RR0001,"Sign Language Congregation of Jehovah's Witnesses, Victoria , British Columbia",Registered,Charity,40870,,1,Advancement of Religion,30,306 - 1601 QUEBEC ST,VANCOUVER,BC,CA,V6A0J9
768703878RR0001,Sikh Child Cultural Entertainment Society,Registered,Charity,44638,,1,Advancement of Religion,60,204 - 9527 120 ST,DELTA,BC,CA,V4C6S3
819021692RR0001,Sikh Research Institute Canada,Registered,Charity,40333,,1,Advancement of Education,13,284 - 5307 VICTORIA DR,VANCOUVER,BC,CA,V5P3V6
821583176RR0001,Sikhi Awareness Foundation,Registered,Charity,42370,,1,Advancement of Religion,60,201 - 8381 128 ST,SURREY,BC,CA,V3W4G1
810338723RR0001,Simbi Foundation,Registered,Charity,42864,,1,Advancement of Education,11,700 16TH AVE W,VANCOUVER,BC,CA,V5Z1S7
719129710RR0001,"Simcoe Park Iloko Congregation of Jehovah's Witnesses, Vancouver, British Columbia",Registered,Charity,43420,,1,Advancement of Religion,30,8393 ARBOUR PL,DELTA,BC,CA,V4C7H4
827423971RR0001,Simon Fraser Hockey Scholarship Society,Registered,Charity,41852,,1,Advancement of Education,11,78-8217 204 B ST,LANGLEY,BC,CA,V2Y0V6
705649119RR0001,Simple Church Network,Registered,Charity,39231,,1,Advancement of Religion,30,201-23RD STREET EAST,NORTH VANCOUVER,BC,CA,V7L3E4
834446445RR0001,Simpson Community Development Society,Registered,Charity,44720,,1,Relief of Poverty,1,312 MAIN ST,VANCOUVER,BC,CA,V6A2T2
849414461RR0001,Sir William Van Horne Elementary School Parent Advisory Council (School District No. 39),Registered,Charity,40037,,1,Advancement of Education,11,5855 ONTARIO STREET,VANCOUVER,BC,CA,V5W2L8
762198000RR0001,Skanderbeg Charitable Foundation,Registered,Charity,44599,,3,Other purposes beneficial to the community,210,PO BOX 11117 STN ROYAL,VANCOUVER,BC,CA,V6E4N7
767714710RR0001,Skidmore Foundation,Registered,Charity,43159,,3,Other purposes beneficial to the community,210,PO BOX 330 STN MILNER,LANGLEY,BC,CA,V2Y0W9
823315965RR0001,Skills For Hope Foundation,Registered,Charity,42370,,3,Advancement of Education,11,550 STEVENS DR,WEST VANCOUVER,BC,CA,V7S1C9
730613528RR0001,Skwo:wech Parent Advisory Council,Registered,Charity,43026,,1,Advancement of Education,11,331 RICHMOND ST,NEW WESTMINSTER,BC,CA,V3L4B7
733238083RR0001,Skye Mikko Foundation,Registered,Charity,43466,,3,Other purposes beneficial to the community,210,1800-510 GEORGIA W ST,VANCOUVER,BC,CA,V6B0M3
785945072RR0001,Small Dog Rescue BC Society,Registered,Charity,44965,,1,Other purposes beneficial to the community,180,700 - 555 BURRARD ST,VANCOUVER,BC,CA,V7X1M8
890207970RR0001,Snug Cove House Society,Registered,Charity,34871,,1,Other purposes beneficial to the community,150,1080 MILLER RD,BOWEN ISLAND,BC,CA,V0N1G1
892530049RR0001,Soci�t� francophone de Maillardville,Registered,Charity,41488,,1,Advancement of Education,12,200 - 938 BRUNETTE AVE,COQUITLAM,BC,CA,V3K1C9
840472229RR0001,Soci�t� pr�maternelle et garderie tartine et chocolat,Registered,Charity,40998,,1,Advancement of Education,10,7051 KILLARNEY ST,VANCOUVER,BC,CA,V5S2Y5
806518437RR0001,Social Diversity for Children Foundation,Registered,Charity,41772,,1,Relief of Poverty,1,300 - 1208 PENDER ST W,VANCOUVER,BC,CA,V6E2S8
868758376RR0001,Society of Economic Geologists Canada Foundation / Fondation de la Soci�t� des G�ologues �conomiques du Canada,Registered,Charity,36504,,1,Advancement of Education,11,PO BOX 48113 STN BENTALL CENTRE,VANCOUVER,BC,CA,V7X1N8
803553502RR0001,Society of International Bible Baptist Church of British Columbia,Registered,Charity,42536,,1,Advancement of Religion,30,58-9382 128 ST,SURREY,BC,CA,V3V6A4
132410671RR0166,"Society of Saint Vincent de Paul - North Fraser Particular Council (Coquitlam, BC)",Registered,Charity,40436,,1,Relief of Poverty,1,1738 HASTINGS ST E,VANCOUVER,BC,CA,V5L1S9
132410671RR0555,"Society of Saint Vincent de Paul - St. Bernadette Parish Conference, Surrey, BC",Registered,Charity,41674,,1,Relief of Poverty,1,6543-132 STREET ST. BERNADETTE PARISH OFFICE,SURREY,BC,CA,V3W4L4
132410671RR0527,"Society of Saint Vincent de Paul - St. Joseph's Conference - Port Moody, BC",Registered,Charity,40780,,1,Relief of Poverty,1,140 MOODY STREET,PORT MOODY,BC,CA,V3H2P9
752030320RR0001,Soh Lim Poh Paul Foundation,Registered,Charity,42597,,3,Other purposes beneficial to the community,210,4525 6TH AVE W,VANCOUVER,BC,CA,V6R1V4
812042364RR0001,Solari Foundation,Registered,Charity,42583,,1,Other purposes beneficial to the community,110,300 - 1208 PENDER ST W,VANCOUVER,BC,CA,V6E2S8
815120993RR0001,Solid Rock Biker Church,Registered,Charity,42074,,1,Advancement of Religion,30,11706 96 AVE,DELTA,BC,CA,V4C3W7
841741085RR0001,Somali Islamic Society of BC,Registered,Charity,41677,,1,Advancement of Religion,40,18 - 13478 78 AVE,SURREY,BC,CA,V3W8J6
805656022RR0001,Some Assembly Arts Society,Registered,Charity,41410,,1,Advancement of Education,12,844 GARDEN DR,VANCOUVER,BC,CA,V5L4P8
804957090RR0001,Soong Ching Ling Children's Foundation of Canada,Registered,Charity,40078,,1,Advancement of Education,11,3 - 8431 GRANVILLE ST,VANCOUVER,BC,CA,V6P4Z9
724062930RR0001,Sound of the Lord Foundation,Registered,Charity,44903,,3,Advancement of Religion,30,434 - 9979 140 ST,SURREY,BC,CA,V3T5W2
838170132RR0001,Sounds of Hope Foundation,Registered,Charity,41256,,3,Other purposes beneficial to the community,210,SUITE 1250 - 1500 WEST GEORGIA BOX 62,VANCOUVER,BC,CA,V6G2Z6
888728664RR0001,Sources Community Resources Foundation,Registered,Charity,33695,,2,Other purposes beneficial to the community,210,201-15252 32ND AVE,SURREY,BC,CA,V3Z0R7
776166670RR0001,South Fraser Regional Science Fair (SFRSF),Registered,Charity,43769,,1,Advancement of Education,11,250 - 13450 102 AVE,SURREY,BC,CA,V3T0A3
891080186RR0001,South Fraser Search and Rescue Society,Registered,Charity,35156,,1,Other purposes beneficial to the community,160,15 - 2528 156 ST,SURREY,BC,CA,V4P0E7
807256326RR0001,South Surrey Christian Assembly Association,Registered,Charity,42436,,1,Advancement of Religion,30,2483 KINGSWAY,VANCOUVER,BC,CA,V5R5G8
119281863RR0001,South Vancouver Family Place Society,Registered,Charity,30317,,1,Relief of Poverty,1,7710 NANAIMO ST,VANCOUVER,BC,CA,V5P4Y2
761230333RR0001,Southern Baptist Korean Association,Registered,Charity,44927,,1,Advancement of Religion,30,1005 KENSINGTON AVE,BURNABY,BC,CA,V5B4B8
750988735RR0001,Southlands Farming and Food Foundation,Registered,Charity,44628,,1,Other purposes beneficial to the community,175,10 - 11 EIGHTH ST,NEW WESTMINSTER,BC,CA,V3M3N7
710736117RR0001,Spanish Alliance Church,Registered,Charity,39575,,1,Advancement of Religion,30,17128 102A AVE,SURREY,BC,CA,V4N3L2
858558919RR0001,Spark Global Philanthropy Canada,Registered,Charity,37392,,1,Advancement of Education,11,810 GREENWOOD RD,WEST VANCOUVER,BC,CA,V7S1X7
855434262RR0001,Spartan Foundation / Fondation Spartan,Registered,Charity,40014,,2,Other purposes beneficial to the community,210,BOX 31052 RPO THUNDERBIRD,LANGLEY,BC,CA,V1M0A9
852510668RR0001,Spence Family Foundation,Registered,Charity,40036,,3,Other purposes beneficial to the community,210,13364 COMBER WAY,SURREY,BC,CA,V3W5V9
733201529RR0001,Spencercreo Finca Foundation,Registered,Charity,42767,,3,Other purposes beneficial to the community,210,707 ACCACIA AVE,COQUITLAM,BC,CA,V3J2E6
852846203RR0001,SpencerCreo Foundation,Registered,Charity,40602,,3,Other purposes beneficial to the community,210,500 - 610 MAIN ST,VANCOUVER,BC,CA,V6A2V3
798624805RR0001,Spevakow Family Foundation Inc.,Registered,Charity,44562,,3,Other purposes beneficial to the community,210,300 - 77 8TH AVE W,VANCOUVER,BC,CA,V5Y1M8
842442428RR0001,Spirit of the Children Society,Registered,Charity,39674,,1,Other purposes beneficial to the community,160,201-768 COLUMBIA STREET,NEW WESTMINSTER,BC,CA,V3M1B4
820856854RR0001,Spirit of Life Lutheran Church,Registered,Charity,40400,,1,Advancement of Religion,30,375 10TH AVE W,VANCOUVER,BC,CA,V5Y3V1
838536019RR0001,Spirit of Truth Church,Registered,Charity,39330,,1,Advancement of Religion,30,35 - 7250 144 ST,SURREY,BC,CA,V3W1L7
764355491RR0001,Spiritual Quest Wellness Society,Registered,Charity,43282,,1,Other purposes beneficial to the community,100,8295 203A ST,LANGLEY,BC,CA,V2Y0Y8
812941912RR0001,Spring for Kids Foundation,Registered,Charity,40954,,3,Other purposes beneficial to the community,210,307-5687 YEW STREET,VANCOUVER,BC,CA,V6M3Y3
812525160RR0001,Sprouting Chefs Society,Registered,Charity,43125,,1,Advancement of Education,11,2070 BIRCH GROVE PL,BURNABY,BC,CA,V5A4A3
769993494RR0001,Square Peg Society,Registered,Charity,43417,,1,Other purposes beneficial to the community,100,4205 HAZELWOOD CRES,BURNABY,BC,CA,V5G2P9
723053500RR0001,Sri Ganesha Hindu Society of BC,Registered,Charity,45216,,3,Advancement of Religion,60,14633 60 AVE,SURREY,BC,CA,V3S1R5
833211618RR0001,Sri Guru Singh Sabha Gurdwara Association,Registered,Charity,39722,,1,Advancement of Religion,60,202 - 9527 120 ST,DELTA,BC,CA,V4C6S3
832018048RR0001,Sri Sri Gyan Vikas Kendra Nirakar Mahadev Temple Canada Inc.,Registered,Charity,43238,,1,Advancement of Religion,60,10909 128A ST,SURREY,BC,CA,V3T3G1
838232312RR0001,Sri Yoga Hanuman Cultural Society,Registered,Charity,42874,,1,Advancement of Religion,60,UNIT 4 13415 COMBER WAY,SURREY,BC,CA,V3W5V8
891837643RR0001,St Peter's Estonian Evangelical Lutheran Church in Vancouver,Registered,Charity,24473,,1,Advancement of Religion,30,6520 OAK ST.,VANCOUVER,BC,CA,V6P3Z2
757966320RR0013,"St. Alphonsa Syro Malabar Catholic Church, Vancouver",Registered,Charity,43035,,1,Advancement of Religion,30,6543 132 STREET,SURREY,BC,CA,V3W4L4
831870860RR0001,"St. Andrew's Church, Delta",Registered,Charity,40167,,1,Advancement of Religion,30,P.O. BOX 19146 1153-56TH STREET,DELTA,BC,CA,V4L2P8
108008731RR0001,St. Archangel Michael Free Serbian Orthodox Church,Registered,Charity,27030,,1,Advancement of Religion,30,7837 CANADA WAY,BURNABY,BC,CA,V3N3K8
857757983RR0001,"St. George Malankara Orthodox Church, B C",Registered,Charity,40924,,1,Advancement of Religion,30,15141 72 AVE,SURREY,BC,CA,V3S2G3
800990798RR0001,St. Mark & St. Philopater Coptic Orthodox Church,Registered,Charity,42437,,1,Advancement of Religion,30,1508 ERRIGAL PL,WEST VANCOUVER,BC,CA,V7S3H1
804941698RR0001,St. Matthias and St. Luke Church,Registered,Charity,40011,,1,Advancement of Religion,30,PO BOX 37056 RPO CEDAR,VANCOUVER,BC,CA,V5P4W7
838540441RR0001,St. Peter's Fireside Church,Registered,Charity,41542,,1,Advancement of Religion,30,2325 BURRARD ST,VANCOUVER,BC,CA,V6J3J2
865101141RR0001,"St. Simon's Church, North Vancouver",Registered,Charity,38183,,1,Advancement of Religion,30,114 - 1151 MT SEYMOUR RD,NORTH VANCOUVER,BC,CA,V7H2Y4
839064862RR0001,St.John's Vancouver Church,Registered,Charity,40113,,1,Advancement of Religion,30,2325 BURRARD ST,VANCOUVER,BC,CA,V6J3J2
765977889RR0001,"Stanley Park Congregation of Jehovah's Witnesses, Vancouver, British Columbia",Registered,Charity,25934,,1,Advancement of Religion,30,802 - 933 SEYMOUR ST,VANCOUVER,BC,CA,V6B6L6
732821723RR0001,Starfish Foundation,Registered,Charity,42736,,3,Other purposes beneficial to the community,210,400 - 221 ESPLANADE W,NORTH VANCOUVER,BC,CA,V7M3J3
852284645RR0001,Stella's Voice Canada,Registered,Charity,41275,,1,Relief of Poverty,1,PO BOX 12145 RPO MURRAYVILLE,LANGLEY,BC,CA,V2Y0M6
750593923RR0001,Step to Humanity Association,Registered,Charity,43466,,1,Relief of Poverty,1,164 - 13898 64 AVE,SURREY,BC,CA,V3W1L6
804440519RR0001,Steps Together Foundation,Registered,Charity,41116,,3,Advancement of Education,15,3096 ROBSON DR,COQUITLAM,BC,CA,V3E2R8
129027421RR0001,Steveston Community Society,Registered,Charity,42614,,1,Other purposes beneficial to the community,200,4111 MONCTON ST,RICHMOND,BC,CA,V7E3A8
766374482RR0001,"Steveston Congregation of Jehovah's Witnesses, Vancouver, British Columbia",Registered,Charity,29219,,1,Advancement of Religion,30,6291 DUNSMUIR CRES,RICHMOND,BC,CA,V7C5R6
855907861RR0001,Steveston 284 Seniors' Housing Society,Registered,Charity,40023,,1,Relief of Poverty,1,4071 CHATHAM ST,RICHMOND,BC,CA,V7E2Z7
